"","Category","Name","Reviewers_Name","Reviews","Review_Date","Rating"
"126","Movie","Rocketry: The Nambi Effect","Wolverine1990","I don't understand people who are going for watching Jug Jug Jeeyo, Bhool Bhulaiya(it's on Netflix), OM. This is masterpiece. BEST BIOPIC EVER MADE IN INDIA. Many scenes will make you cry. And knowing this fact, that it happened to real person of the kind Nambi Narayanan ji. You will see a kind of shock passing through you. Last scene of scooter and car will make you realize, the problem with India's system, what happens with our brilliant minds, how the system rewards them for their talent and hard work. ALL TRUE INDIANS must watch and should think what can we do in our capacity to change our system, and those who can, who are actually in capacity should act on it, as well.","5 July 2022","10/10"
"127","Movie","Rocketry: The Nambi Effect","namratanov","Masterpiece.... Must watch movie..... Madhvan has given this movie every single bit of him... heart touching movie which depicts how an innocent can be blamed for all his life..Madhvan deserves to get National Award for this movie.... Mast watch movie..","1 July 2022","9/10"
"128","Movie","Rocketry: The Nambi Effect","srjanardhanan","Superb movie, madhavan has nailed it.The story contains real incidents of nambi narayanan. He has done lot for the country.This film is a trubute to him.","1 July 2022","10/10"
"129","Movie","Rocketry: The Nambi Effect","harshraj-sonu1993","The film making is world class. Madhavan has hit the ball out of the park with his first directorial. A story to be told with such conviction is really commendable.Best Biopic this country has ever produced.Hats off to Madhavan and his team dedication 👏🏼👏🏼👏🏼","1 July 2022","10/10"
"130","Movie","Rocketry: The Nambi Effect","ahmedwahebnusrool","The movie is basically a biographical on ISRO scientist Nambi Narayan and his struggle to introduce the cryogenic engine in Indian Space science.. he was falsely accused of espionage and the movie is about the brilliance behind Nambi's efforts.. Definitely take your kids to theatre to watch this movie...","1 July 2022","10/10"
"131","Movie","Rocketry: The Nambi Effect","nachiketh-sreedhar","One of the movie which makes you feel that you need to contribute to the country in someway. The movie shows the intelligence, determination and the zeal to make our country the best. This should have never happened to him !!","2 July 2022","10/10"
"132","Movie","Rocketry: The Nambi Effect","sankarnarayanan-36836","Best story, direction and acting. Maddy and simran have been spectacular in the way they brought light to story. The movie just sticks to the story and keeps the audience engaged with a great story telling.","1 July 2022","10/10"
"133","Movie","Rocketry: The Nambi Effect","vishvision","A Fantastic Thriller and an Emotional Film..Like a James Bond movie, But Rocketry Is Original Story of Nambi Narayan.It's a Thriller that was actually shot in USA, Scotland, France and Russia..An emotional movie.. How a country humiliates one of its finest citizens who has given everything for it.. 👍
No one can Ever..","6 July 2022","10/10"
"134","Movie","Rocketry: The Nambi Effect","Siddharthsinha-28","First and foremost I didn't even know about Nambi Narayanan until movie was announced. What a shame. We need to seriously look at what we have been learning at schools and academics.This movie is a must watch for all Indians to know how a true patriotic has been stripped off all the achievements just on the basis of fake case. Madhvan is absolute brilliant and honest with his performance and so does the supporting cast. They have tried to inculcate all the major happenings of his life and journey and the setback.Kudos to entire team who have a winner in their hand. This movie should be encouraged and youth should get inspired to serve the country. Had Nambi sir didn't face those fake cases he would have been enjoying the same reputation as Dr Kalam.A man who is no less than a James Bond and did all this for the country and its people. Hail Nambi Sir!","1 July 2022","10/10"
"135","Movie","Rocketry: The Nambi Effect","prithiviramthirupathy","#RocketryTheNambiEffectSlow Steady Educational/Motivational/Moral/Truth Saying Film. Life History of ISRO Scientist Mr. Nambi Narayanan. Very emotionally connected Pure Drama with Good Story Mode and Engaging Screenplay. Greatly Written, Directed, Acted by R. Madhavan. SFX, VFX, Artwork, Editing - Perfect. Sam CS music and Sirsha Ray Cinematography gave grips to the Film along with story. All departments and all characters have given their best. Used more Technical Terms and concepts related to Aerospace by undergoing big research. It need to be appreciated. Nice Locations with Great Visuals. Standing Applause to the Whole Rocketry Team for giving such a great film.We all praised the success of ISRO's Mars Mission. But we didn't know/hear the hard times were there behind it. This story revealed some of those and tough times in Nambi Narayanan Life.The Nambi Effect (Bio Pic) - An Experience#Rocketry #RocketryTheFilm.","1 July 2022","10/10"
"136","Movie","Rocketry: The Nambi Effect","bbdhhkjy","Wt a masterpiece sir . . salute 2 u for ur hard work . You are a gem 💎 sir . Really really beautiful movie. I wish all INDIANS 🇮🇳 must watch this movie. From my side OSCAR for you sir .","1 July 2022","10/10"
"137","Movie","Rocketry: The Nambi Effect","Biswas_","This film is based on Scientist Nambi Narayanan and his contributions to liquid fuel engines in India followed by the incidents where he was wrongly held guilty for betraying his nation. This film is presented in an interview way where our beloved SRK interviews Mr. Nambi.I must say the biopic has been made in a very interesting way. It keeps you hooked till the very end. Occasionally there are light humorous moments and go very well with the flow. It is also quite informative about the journey of liquid fuel engines in our country. Towards the end, the film does get really emotional and you feel bad for Mr. Nambi when SRK pleads him for apology for what he went through.R. Madhavan absolutely nails this role. It seems he put in a lot of effort in making this film. Not only does he ace the humorous scenes but also kills it in the emotional scenes with his wife towards the end. He has lived this role. I think all the brownie points of this film is scored by Madhavan thanks to his direction as well, he has managed to make a film that is very engaging and enjoyable and emotional at the same time.Nambi's friends too give a very good performance especially that one friend who started stammering when he tried speaking to a beautiful lady was hilarious 😂. Nambi's wife too does a very good job.SRK has an extended cameo as the interviewer and must say, for such a small not so significant role like this, only a man with a big heart and yet being a big superstar can accept this role and that is SRK. Only big actor other than SRK was Amir Khan who is known to play such small cameos in films otherwise normally you see superstars denying such small role. SRK's last act where he begs for apology on behalf of whole nation stole the show.Negatives - i still can't believe how poorly foreign people are showcases in films . Till date they are portrayed as stereotypical and caricaturish characters . High time they be portrayed as more matured..Overall, a film that you must invest your money in and i guarantee you it will be worth your time and money.","2 July 2022","9/10"
"138","Movie","Rocketry: The Nambi Effect","abhilashsharma-08137","This is a kind of movie everyone wants to watch...not like fake nationalism shown by Akshay kumar in prithvi raj movie...Nambi narayan was a true patriot and this fact id very well depicted in this movie...excellent movie.","5 July 2022","10/10"
"139","Movie","Rocketry: The Nambi Effect","shibuchervathursamuel","Movie was good.. I watched the Malayalam version.. Movie is mind-blowing and beautifully directed.. Madhavan's acting is excellent.. Simran has also acted very well.. The first half is a treat for those with interest in rocket science.. second half is emotional and thrilling.. I think the movie will create interest among kids and teenagers in space and rocketry.. watch in theatre..","1 July 2022","10/10"
"140","Movie","Rocketry: The Nambi Effect","vipuljangra-03739","This movie shows that because of government and dirty politics someone with patriotic feeling has to suffer so much. Maddy's acting is superb and nobody can bet him in this role.Every one should watch this movie.","1 July 2022","10/10"
"141","Movie","Rocketry: The Nambi Effect","pandianbaluthevar","Movie is well made.. movie is about Rocket engines, cryogenic engine, and life of scientist Nambi Narayanan and the humiliation he faced.. movie length could have been reduced, it is almost 2 hours 40 minutes I think.. otherwise this movie is must watch with kids...","1 July 2022","10/10"
"142","Movie","Rocketry: The Nambi Effect","poojaramaswamy-44016","First of all thanks to R Madhavan for making this movie. A story that needs to be told. We as a country failed to protect our genius scientists and true patriot like Nambi Narayan Sir. And we owe people like him a big apology and should stand by him to fight against this injustice and prevent and protect future Nambi Narayan's from facing this. 🙏🏻
Every patriotic Indian should watch this movie to know Nambi Narayan Sir's contributions and sacrifices of many scientists like him to bring India to a place that we are in today which would have otherwise taken many many decades to achieve and lastly to be aware of how terribly a great scientist was treated by us as a nation so that we can prevent this from happening to anyone else ever again. 🙏🏻","1 July 2022","10/10"
"143","Movie","Rocketry: The Nambi Effect","gujjarbhoomikav","Madhavan's acting is marvelous.You won't know where the time goes.The story is directed beautifully
It takes us into its world.Everyone should watch this film.","1 July 2022","10/10"
"144","Movie","Rocketry: The Nambi Effect","ritutest","We are not even aware of such great people who are doing so much for our country.Guys the least we can do is go hear their and support their stories . The most important thing is we will get to know smoething about such great missions and brilliant minds behind it.","1 July 2022","10/10"
"145","Movie","Rocketry: The Nambi Effect","tamilvananduraisamy","The movie is brilliantly made.. Must Watch for kids and those with interest in Rocket Science.. the movie also unfolds the controversy behind ISRO scientist Mr. Nambi Narayan's conviction and the cryogenic engine..","1 July 2022","10/10"
"146","Movie","Rocketry: The Nambi Effect","ssarya-06509","This movie is a must watch for every Indian!!The movie is all about ISRO, the hard work of our scientists, their dedication towards our country and sacrifices they make.This movie is a must watch and bring your childrens as well. It will motivate them immensely!!","2 July 2022","10/10"
"147","Movie","Rocketry: The Nambi Effect","iyashrajarya","After a long bollywood produced a good movie.. Thanks to R madhvam... Loved movie this much... Love you Maddy.. Thanks for bringing this story to us..
You deserve award for this movie for ypur direction and your acting..
Salute to Nambi Narayana.. Feeling sad for him.. 😔","2 July 2022","10/10"
"148","Movie","Rocketry: The Nambi Effect","natureboy-84907","R Madhavan aka Rocketry Madhavan , what a great movie to Debut with, as a Director . The movie is on Mr. Nambi Narayanan , an ISRO scientist who underwent so much of physical and mental trauma after getting framed of being a spy and arrested by Indian govt only to be later released confirming he's guilt free . Nambi is one successful scientist who had worked along with Dr Kalam sir in 1990s . It was a pleasure to know about this actual SuperStar born on 12th Dec who aimed for stars from our mother land . A movie made on him is now nothing less than an Absolute Sensation, this might not be even the apt word to mention the class of the movie , it's beyond words , may be beyond the blue sky , the stars , the galaxies possible beyond several planets . Gone are those days when I used to think Biopic's are the easiest to make , but this movie proved it wrong . So much hardwork put in by the entire crew. But for once we should agree it's definitely a Rocket Science, for few of the conversations with reference to it was a bit of challenge to understand :) still it's very minimal and ignorable . R Madhavan, one of the finest actor we have in the world cinema features as Nambi and does an extremely brilliant performance and adding to it beyond acting through this movie he also proves himself as a man with great visionary working from the seats of a director. Paired with him is Simran, she's one impeccable actress who can steal everyone's heart anyday by appearing onscreen even if it happened for a millisecond . Beyond these two there are definitely more stars to mention for their remarkable performances. Surya adds some attraction in a cameo role. The screenplay was almost flawless, the BGM, the CGI and the re-recording needs a special mention here. Dialogues in Tamil was top notch , extremely enjoyable . However the director could have avoided making the foreign nationals speak in Tamil which sounded more like the language spoken Shim Chan cartoons :). Again ignore and start your countdown to fly towards the movie hall to witness this Indian wonder. Overall Rocketry, a Mission to Oscars ! .","2 July 2022","9/10"
"149","Movie","Rocketry: The Nambi Effect","nivpankaj","Must watch for all to learn 'Never Give Up' attitude of Shri Nambi Narayan , scientist of ISRO who fought in extreme circumstances like an ideal Bollywood hero in real life. Extremely well acted, directed and produced by R Madhavan to bring this real life story.","1 July 2022","10/10"
"150","Movie","Rocketry: The Nambi Effect","sameerlodaya","Sameer lodayaCan't get any words for such a personality Iam nothing to write about him but it feels very proud that Iam from a nation where this kind of people existMadhavan rocked it by his direction his acting his ideology he left a mark on the entire Indian film industry he introduced the legend who was totally absent in Indian historyThis movie should be watched as a inspiration whenever we get low for small things and learn how a person gave his entire life for the nation and in return he was proclaimed as a traitor..I wonder why this movie is not TAXFREEStanding ovation.","29 July 2022","9/10"
"151","Movie","Anbe Sivam","stiva","A movie of the millennium, I would say that had come from Tamil Film Industry. The environment suited well for this movie. Kamal Hassan was exceptional in acting as usual. Nevertheless, Madhavan did well too. There is no hero in this movie. Only characters. The movie has a strong message to audience. A very good message. It teaches a valuable lesson. It explains what really God is and the true meaning life.The script and screenplay are awesome. There are some humor scenes. That fight could have been avoided. The theme song was really awesome. The song touched me very much. The music was awesome too. Other songs are good too, but not needed.Kama Hassan has given an excellent movie. Hats off to Kamal Hassan...Watch this movie. Learn the true meaning of life. You won't regret it. It's worth it.I give this movie a 9 out of 10. That one mark was removed for that fight.4 for the story... 2 for performance... 2 for theme song... 1 for other songs...Total, 9/10...","21 September 2007","9/10"
"152","Movie","Anbe Sivam","ram_dhanush","Many rule out this movie as a non-masterpiece just because its a remake....I stick to what Ram Gopal Verma said, 'nothing is original'. In Hollywood, people make movies inspired sometimes by small or Eastern/European movies, then much of the time it is an adaptation of a novel. The director gets a huge team of writers to fine-tune the script. The result, a masterpiece. Here, Kamal single-handedly carried and executed this film. He was inspired by a Hollywood movie which was a slapstick comedy. Did the original say ""God is Love"" and tackled communist views? This should never be called a remake. Kamal's detail in acting proves he can beat any given actor in this world, I dare to bet. Even in scenes which does not highlight him, he reacts perfectly. Even the minute details was taken care of in his movements and face reactions, the muscles, and the handicap. The best part of this movie is actually the depth of characterization in Kamal and Madhavan, they lived as Nalla and A. Ars throughout the screening in my mind. I have never seen the depth of characterization as much as this movie in the recent past. Deserves to be in the top 250. Is this Internet Movie Database or American Movie Database? I hardly saw a move with a richer context than this. Indian movies do provide masterpieces once at a time, and please do recognize these efforts.","23 April 2007","9/10"
"153","Movie","Anbe Sivam","praveen1013","Why is Anbe Sivam regarded as the best movie in the history of Tamil cinema by many? Did this movie have any story at all? First of all is it a movie? No. Anbe Sivam is an experience, not only for one Madhavan but for another few thousands, who care to learn quite a lot of things and feel conceited about themselves, but fail miserably to confront the vagaries of life. What was the movie all about? An experienced matured man and a squeamish, egotist but tender hearted youth (a typical modern day youth) travelling together from Bhubaneshwar to Chennai(East coast of India).Fate hinders their journey in all possible ways which Madhavan initially considers exasperating but later reveres as an experience of a lifetime. The story is as simple as that but the associated scenes,dialogues and the lessons learnt reverberate through your mind for a long time.Be it the floods,train accident or the little boy's death it is Madhavan who breaks down and get shattered. But Kamalhassan adapts himself and reconciles himself to reality and helps in the best possible way he can. While it takes a lot of effort for Madhavan to tell Kamalhaasan about his fraternal love towards him, Kamalhaasan finds it easy to tell 'A.Ars, you are a go(o)d man' (it's not that easy to tell it to someone earnestly). From where did Kamal get this maturity? The story moves into the flashback of Kamal,a communist, who loves the daughter of a capitalist, Nasser, whom he opposes as a worker regarding wages. When the duo decide to elope to Kerala for marriage, their bus meets with a gory accident. Kamal is badly bruised losing a limb and is totally disfigured. While struggling in bed for life, Nasser speaks extremely rude and blatant to Kamal. On conjuring up the scenes after the accident, he evaluates stark contrast of Nasser and the sister. Kamal sees god through the sister and sees it subsequently in quite a lot of people who propagate love.His outlook changes completely. The first half with some lighter moments, the middle with some interesting dialogues and the last with some really shaking scenes Anbe Sivam stands tall amidst other usual Tamil movies. Madhavan is extraordinary communicating the emotions powerfully(especially in the climax dialogue with Kamalhaasan). The one fight scene in the middle could have been avoided. Rather than going abroad for shooting songs, this movie has brought out some really excellent locations in India( not only in machi machi song). The choice of season to shoot this movie has been brilliant with the monsoon accentuating the kind of feelings to be conveyed. Does the name 'Anbe Sivam' mean 'Anbarase Nallasivam' trying to say 'All are one soul'? Kamal only knows. Finally, I'm sure it would not take any effort for anyone who has seen this movie to say 'I love you Dr.Kamalhaasan' for such an excellent story and screenplay.","17 November 2006","10/10"
"154","Movie","Anbe Sivam","Odsingh","I watched the movie because of the stars - Kamal Hasan and Madhavan. I do not understand Tamil, yet the movie has been so well made that at times you do not feel that you need the dialogs.In brief, the movie shows two extremely different characters who are forced to spend time together due to circumstances.The movie tends to slow down in the middle, when it goes into the flashback of Kamal Hasan's life. However, for the most part, it is a pretty sensible piece of art - something that is a rarity in Bollywood. The movie could have been shorter - and that is the only complaint that I have. Otherwise, it is a brilliant idea that has been executed to near perfection.Kamal Hasan - as always - excels. Madhavan is great, too. The music score was really good.A must see!","2 July 2006","9/10"
"155","Movie","Anbe Sivam","mugamoodi7","Kamalhasan is known for his extraordinary performances in Indian cinema but this movie is something special for him for he has not acted but lived as Nallasivam . The movie speaks about an universal issue in the most simplest yet the beauties way. Special congrats to Madan for writing some mind storming dialog. Special congrats to Madavan for putting an wonderful performance that too when kamalhasan is present. The movie created a pain in every viewer's heart that remained for two or three days. I can compare this movie with any Hollywood drama for it has got everything love, philosophy, emotion, action above all an excellent way of telling the story. Indian cine industry can follow this at least from now or else they can never get noticed. In one line "" A movie that can knock the doors of Hollywood""","31 August 2006","10/10"
"156","Movie","Anbe Sivam","reachrajdream","This is one of the movies i missed during it's release like many,due to the feeling that this movie won't be interesting and entertainment factor will be less(lot of downside info like reportedly 60 Million loss for producers at 2003 and also director didn't take salary and in fact the latter director capped Sundar.C hinted that Kamal made this movie as an influence and to satisfy his intellectual associate. Indeed was in development hell briefly with Priyadarshan been replaced and also the heroine i guess). Finally i saw this movie and was shocked to know that an Indian feature film has good quality without any artificial entertainment.To my knowledge the theme of humanity i first saw was on the 1940 feature film ""The great dictator"",Schlinder's List and many great movies.But this movie was striking direct on it's theme with it's relevant plot. Actor Kamalhaasan is one of the few unique distinguished film personality in India who has been making career in Indian movies right from 1961 till date.With his well developed artistic talent he has been working hard on quality right from 1987 movie Nayagan(Listed on TIME magazine as one of the great movie of the century).I would say this movie is just not another feather on his cap,but something more then that. With his singing of theme song on this movie is deep and emotional high. The hidden theme from the Nallasivam character is that he recovers from death to life because of love, besides opposing the selfish,fraud, phony people in the world.Its always easy to be an god fearing person in our society for security and selfish reason.But to be an atheist,not easy.We need to fight,oppose this selfish ,dishonest society every day. There are lot of signs this movie is classic and timeless as the story is more into emotional side of humans plus life. The movie seemed to be on about love, but it ended up saying about not loved-Loneliness, which is a classic progression.The story plot is simple,it's purely into character of Kamal and Madhavan.Madhavan and Kamal have done great job on their role.Madhavan is advertisement film maker and Kamal is communist theater actor,with artistic talent and simple human whose life is entirely an example of humanity. Example for his humanity is that he raises the dog which was the reason behind his disastrous accident and shattered his life.Beauty of forgiveness is well explained there.Especially the acting of dog(that too in climax) is up to the point which indeed shows the perfection of work and when lead actor says the dialogue ""pozhachu ponga"" it looks like he told the same for his haters who did politics against him and anti-Kamalians. And not to miss mentioning is actor Nasser performance, especially when he says ""sethu PO"" will be all time best hardcore villain dialogue(Can watch this piece when you are let down by life and life's people to get empowered to live well and confidently against the oppositions of life). I guess all the movie after Rare brothers(1989) by Mr. Kamal is been directed by himself(may be except director Shankar/Maniratnam i guess) and his directors are always Assistant/Associate director. This mention is not to take away credit of the director and let them down but it shows Mr. Kamal's command on creativity. In fact my interest in movie was in because of this movie and for many i guess, as Tamil film director Bala even stated his Naan Kaduval(2009) and the title indeed inspired from this movie. Especially this movie is medicine for people who are wounded by inhumanity and loneliness.The only boring part of this movie is insertion of communism(propaganda tone is indeed inevitable), which might be the influence of Movie genius Chaplin and Tamil writer Jayakanthan. Journalist/Writer/Cartoonist Madhan has done a great job in dialogues, as he is one of the original, knowledgeable creative person in Tamil Nadu. I wish he collaborates again with Kamal.On the downside the film is more of a character drama, missing wholesome entertainment/theme which strikes our heart easy and cool.. The tone of self pity and sentiment is over the top, but still everybody has to go through these in life, so no complaints. The Tsunami word used in the movie was picked up by Kamal after getting an invitation from Gollapudi Maruthi Rao(Telugu film producer/Director who acted in cameo on 2000 film Hey Ram) to institute an award in his sons name who lost his life in Tsunami while shooting for Telugu film Prema Pusthakam (1993 Telegu movie- actor Ajith's first movie). This usage turned out to be a sensation as Dec26-2004 seen real Tsunami in Tamilnadu (Film released on Jan-2003). Overall i would rate this film to be excellent due to its quality. Eternal theme of Humanity on art at it's best","25 December 2006","10/10"
"157","Movie","Anbe Sivam","rameez3000","What a movie this is!?!!Can Tamil movie industry produce such a master-piece?I had this doubt for a long time..Not now!! This movie is above all. Among the usual formula films, this is a rare Gem! The story is not so new, but the screenplay and acting surpasses everything.Anbarasu(Madhavan) is a posh guy who like to be called A.Ars. While looking for a shooting location just 4 days before the marriage in Orissa, he is left stranded there because of the rains and floods. Sivam(Kamalhassan) is a handicap with bruises all over his face and he walks with a limp. He is on his way to Chennai after getting the check for the flood affected people back in Chennai. Circumstances make them both travel together. Anbarasu is extremely irritated with Sivam and he constantly scolds him for advising him far too much. Amidst that, Sivam's flashback unfolds. It is a usual story of Hero-loves-rich-girl-father-doesn't-accept-so-they-run-off.While they do that, Sivam is involved in an accident and thats the reason he has got all the bruises. When he returns back to see Bala(Kiran -his lover), his father Nasser tells him that she is married and settled in America. So Sivam comes off telling that he wont disturb her anymore.Anbarasu slowly begins to like Sivam who helped him come to Chennai safe and sound before the marriage. When he comes to know of his family, Anbarasu is touched. He asks Sivam to be his brother and to stay with him forever. The story goes as though it is going to have a happy ending, but there is a twist. The girl whom Anbarasu is going to marry is none other than Bala. When Sivam sees that, he is shocked. Nasser calls Sivam and talks with him. Sivam promises that he wont tell Bala about what happened only if Nasser signs the papers to increase the monthly wages of the workers in his factory from 910. He does that and the story does not end there. Nasser asks his right hand (Santhana Barathi) to kill Sivam who does not do that because of humanitarian reasons.The story ends there.The theme ""Love is God"" is perfectly brought out through this movie. Kamals acting as the handicap Nallasivam makes us cry at many places. Particularly when he sees his face in the mirror after the accident, tears welling up in his eyes, it makes everyone cry! What an actor he is?Madhavan is a surprise package! He has acted really well in this movie. His angry remarks to Sivam and the way he gets irritated by Sivam's stupid comments make it all the more enjoyable. A special mention about the dialog's penned by cartoonist Madhan (who eventually makes a guest appearance in the movie). The dialog's are both imaginative and powerful, which makes us laugh and at the same time think! Sundar.C, a man known for his comedy movies has made an impression here with his Awesome screenplay! Music rendered by Vidhyasagar is worth a mention, particularly the title song ""Anbe Sivam"" and the duet ""Poo Vaasam"".For the People who love Good cinema, this is a MUST SEE!!:)","22 December 2006","10/10"
"158","Movie","Anbe Sivam","tominmooney","Forget 'TRAINS,PLANES AND AUTOMOBILES'.I have not seen it, nor do I have any wish to see it. Forget that it wont ever make the 'IMDB 250 Greatest Of All Time'. But as far as movies go THIS IS IT. If Movies are about Moving you ,this is it. Moves you. Its got it all. God,Dog,Man. Aeroplane,Train,Taxi,Bus,Ambulance. Karl Marx amidst ball bearing corporate office. Tamil,Telugu,Oriya,Hindi,English.Photography amidst Tsunami.Sharing Bhang on Bus roof top on Coromandel Coast. Starcrossed doomed love.A Bus full of people crushed to nothing down a cliff. A train journey in the Monsoon. A hundred candles lit in a church and the divinity of Lord Shiva. Sister Vanessa and Mister Utthaman.The Rains. Pebbles thrown into a tiny puddle on a rain drenched, desolate, rutted railway station platform where one behind the other ancient banyan trees stood watch.A title theme that bottled in its brief moments what the entire universe that a melody can hold.You were told a story, you met people, you went places, you saw things, you felt those tiny fingers encircling your heart and give their tiny squeezes. And when Mr Shivam walked away into the Madras monsoon in the end you felt you had lived a full life and the Spirit of man.It movies enrich our lives then this one does.A non Tamil following ,single time viewer possibly cant understand what all the fuss is about.Probably they don't make ones like this anymore.","14 July 2007","10/10"
"159","Movie","Anbe Sivam","ARUNKUMARD","I happened to see this film which was a perfect blend of philosophy, realistic acting and the fine art of film making. Now, I am not a big fan of Kamal. Never was. The arrogance so clearly etched on his face is a major put off for me. But ever so often, Kamal makes me admit ( albeit grudgingly ) that he is the best at what he does.The philosophy of the film is best explained by the words of the title song, ... A rough translation goes something like this,For the theists, God is love. For the good among the atheists, Love is God.Who here is God ? You and me.The story is written by Kamal as is the screenplay. He has sung a couple of songs as well out of which the haunting title song stands out. Madhavan is but a tool in Kamal's hands which he uses effectively to his advantage.Kamal's character changes from that of a bumbling idiot in the first few scenes to a communist union leader with a artistic vein in the middle scenes to a god like figure in the last few scenes. In the last scene, as Kamal walks away into the horizon, we are left with no option but to stand up and salute the indomitable spirit of a man from whom life has taken away so much but still manages to smile.I wouldn't describe anything more about the story because any words that I can conjure up here wouldn't be enough. The film tells a philosophy that is best seen and understood.When Love lives in your mind, you are God.","17 June 2005","8/10"
"160","Movie","Anbe Sivam","wizzy_1986","this is one grossly under rated movie. it is really touching, funny and one off the best all time title songs. kamal is at his best and madhavan manages to prevent being over shadowed with some cheeky timing sense. only' black dot in the film is kiran who can neither look good nor act or even wear some nice dresses. we would have loved to see simran or abirami do the role(she was awesome in ""virumandi""). no one can come out of the theater without a heavy heart after seeing the climax. dialogs by madan is too good and small roles like ""Poun Kunju"" and that of villain Nasser uttering praising lord siva and the co incidence of saying it in the end is brilliant.if don see this movie u r missing some thing","1 July 2007","10/10"
"161","Movie","Anbe Sivam","glitzz97","Before I begin with the film, I want to express a doubt on this site's functionality. Have the critics gone mad? You guys give this masterpiece just a 7.8? This film beats Hollywood films in many ways, trust me. Firstly, the atheism theme in this film is not intended to encourage people to join atheism, but not to misunderstand atheists as they're human beings as well. Kamal Haasan has been highly underrated in most of his films although he teaches us things that we don't learn in the daily screwed up education syllabus. This film teaches us patience, love, honesty, and sincerity. The work of art in this film is undoubtedly wonderful as they're presented in subliminal ways. This film is not a remake of Planes, Trains And Automobiles, but just inspired character wise. This film deserves several Oscars and many other awards as well. Besides that, I really look low upon IMDb in this as films such as The Avengers and Skyfall are overrated despite their illogical film making. Overall: 9.3/10","10 April 2013","9/10"
"162","Movie","Anbe Sivam","ramanan-1","I consider ""Anbe Sivam"" as the best movie of all time. Fabulous story, exceptional screenplay and apt comedy make this movie a treat to watch. It's doubtful if anyone else will be able to make a movie again in the same caliber. Unfortunate that it was not sent for the Oscar's. It's music is riveting and apt for the situation. The characters are brilliant. The way the change of heart occurs for Anbu is perfectly done through the screenplay.Kamal at his best throughout the movie and well supported by Madhavan, Naser and others. It is one of the few movies to have a title that was apt for it's screenplay. It speaks about communism, love, friendship and what not. 10 out of 10","11 February 2008","10/10"
"163","Movie","Anbe Sivam","SAMTHEBESTEST","Anbe Sivam (2003) :
Brief Review -A decent Hollywood Movie turned into An Emotional Masterpiece and the Greatest Human Drama for South Industry. It's been a long time i had tears rolling down from my eyes while moving towards the entracte part of any Indian Film. Anbe Sivam made it happen with the most simple formula ever possible in human genre and also made it socially intellectual with the reference of God inside every Human being. The film is adapted from Hollywood Comedy 'Planes, Trains and Automobiles' (1987) but it has changed the entire theme and meaning of the story by putting emotional content. This is very different from the original film because it just took the basic idea of 2 strangers meeting each other and trapped for couple of days together and rest of the storyline is completely different hence no credit to the original film. Anbe Sivam deals with many things at one time like Communism, Atheism, Goodwill and Humanist values. Kamal Haasan delivers another outstanding performance while R Madhavan holds very well against him. I couldn't resist tears and claps in the climax when i saw that Kamal Haasan doing his Best and even his expressions on his face and those intentional ugly looks doing better than the situations. Some theories told by this film will remain with me for lifetime such as, A real Good Man don't need to look good and the Bad Man can be a good looking guy, God is Love etc. Sundar C's direction is as beautiful as his name. However, there were few low grade scenes which could have trimmed or shot better but since the story is great it all goes behind the curtain. Anbe Sivam is Overall a Masterpiece Storytelling causing a life-changing experience for viewers if you are the man with a good heart and emotions. I always prefer emotions over critic mindset so even if the film had some flaws, i wouldn't mind overlooking them for the sake of Heart-wrenching Climax and those tears i thrown out.RATING - 9/10*By - #samthebestest","23 October 2020","9/10"
"164","Movie","Anbe Sivam","thiru-dinesh","good comments from all the members Following is one nuance from me .. one main lesson that is learnt by madhavan(in the movie) but not shown explicitly is when at first scene kamal tells madhavan that nowadays good looking, learned people commit crimes more than the not-so-good looking ones... When Yugi sethu steals madhavan's belongings madhavan must have learnt this lesson... in fact apart from the hidden nuances of the film which u have pointed out... the film had lot of out spoken details of the society and what kamal as a individual feels about it... Be it the talk about Working for foreigners when they board the train and little details like when he keeps talking about his fathers death in a Tsunami, he dozes half way through it, meaning he has moved on with the fact of life.. and the way he asks madhavan if he goes around daily with thieves when madhavan says he has not seen thief in real!!!! or when he forgives the man in last scene, when he warns about using wet cell phones...But i do not understand 2 things... why wasn't the rebel song and his Umbrella fight commercially famous when nowadays simple fight sequences with no relevance of place or facts get so much news... and i must say that the press and media have not given the credit to the film that it deserved.... in this world of cheap stories and acting... a Kamal film like this still does not get, if not better, equal hype to Rajini's movies... If one is hyped for its commercial value this film should have been promoted for its story value... Even Kamal requires his films to do good at box office and does not want his films to be called out-of-the-world and great!!!!Other wise he too will jump into the gutter that is around him... and of course one well known trivia for all of us is that we all know how much Sundar.C must have contributed ;-) One more thing... It must be a heart break for some but this film has its ""one line"" plot from a Hollywood movie called ""Trains planes and automobiles"" but except the fact that 2 different people are made to travel together due to circumstances and one of them is narrating a story... The idea of atheist, practical, matured man who starts liking the emotional, finicky guy, nasser and kiran's character and also the train scene etc are kamal's own making and the underlying concept of the society is itself very fresh ... SO i hope everyone feels the same way... cos its not a first-scene-to-last remakethanks all hope u all enjoyed my comments","15 August 2006","10/10"
