"","Title","Author","Subject","Abstract","Meta"
"55","Algebra of Self-Replication","Lawrence S. Moss","Logic in Computer Science (cs.LO)","Typical arguments for results like Kleene's Second Recursion Theorem and the existence of self-writing computer programs bear the fingerprints of equational reasoning and combinatory logic. In fact, the connection of combinatory logic and computability theory is very old, and this paper extends this connection in new ways. In one direction, we counter the main trend in both computability theory and combinatory logic of heading straight to undecidability. Instead, this paper proposes using several very small equational logics to examine results in computability theory itself. These logics are decidable via term rewriting. We argue that they have something interesting to say about computability theory. They are closely related to fragments of combinatory logic which are decidable, and so this paper contributes to the study of such fragments. The paper has a few surprising results such as a classification of quine programs (programs which output themselves) in two decidable fragments. The classification goes via examination of normal forms in term rewriting systems, hence the title of the paper. The classification is an explanation of why all quine programs (in any language) are ""pretty much the same, except for inessential details."" In addition, we study the relational structure whose objects are the programs with the relation ""p expresses q"" meaning that if the program p is run on nothing, then it eventually outputs the program q.","Mon, 18 Sep 2023 16:50:11 UTC (283 KB)[v2] Sun, 19 Nov 2023 14:26:54 UTC (61 KB)"
"56","Sums of products of binomial coefficients mod 2 and 2-regular sequences","Narad Rampersad, Max Wiebe","Number Theory (math.NT)","Wu showed that certain sums of products of binomial coefficients modulo 2 are given by the run length transforms of several famous linear recurrence sequences, such as the positive integers, the Fibonacci numbers, the extended Lucas numbers, and Narayana's cows sequence. In this paper we show that the run length transform of such sequences are 2-regular sequences. This allows us to obtain Wu's results and some new ones using the computer program Walnut, eliminating the need for long technical proofs.","Thu, 7 Sep 2023 20:32:04 UTC (21 KB)"
"57","A Phenomenological Approach to Interactive Knot Diagrams","Lennart Finke, Edmund Weitz","Human-Computer Interaction (cs.HC)","Knot diagrams are among the most common visual tools in topology. Computer programs now make it possible to draw, manipulate and render them digitally, which proves to be useful in knot theory teaching and research. Still, an openly available tool to manipulate knot diagrams in a real-time, interactive way is yet to be developed. We introduce a method of operating on the geometry of the knot diagram itself without any underlying three-dimensional structure that can underpin such an application. This allows us to directly interact with vector graphics knot diagrams while at the same time computing knot invariants in ways proposed by previous work. An implementation of this method is provided.","Fri, 1 Sep 2023 13:22:16 UTC (449 KB)[v2] Wed, 3 Jan 2024 13:49:12 UTC (461 KB)"
"58","The Cone of Mueller Matrices","Martha Takane, J. Ivan Lopez-Reyes, J. Othon Parra-Alcantar","Mathematical Physics (math-ph)","In the study of polarized light, there are two basic notions: the Stokes vectors and the matrices which preserve them, called Mueller matrices. The set of Stokes vectors forms a cone: the Future Light Cone. In this work we will see that the Mueller matrices also form a cone in the vector space of real matrices of size 4X4, called the Mueller Cone. We obtain some properties of the Mueller cone, which in turn will be translated into properties of the Stokes vectors. As an application we will give a computational program to calibrate polarimeters by means of the eigenvectors of Mueller matrices (ECM). We include computational programs to 1. Deduce if a matrix is a Mueller matrix, 2. Give an approximation of a matrix by a Mueller matrix, 3. An approximation of a Mueller matrix by Mueller invertibles, 4. An approximation of a Mueller matrix by a Stokes-cone-primitive Mueller matrix, see (4.7) and 5. An Eigenvalue Calibration Method. All these programs and implementations can be found in
this https URL","Thu, 31 Aug 2023 22:38:04 UTC (76 KB)"
"59","Experimenting with ChatGPT for Spreadsheet Formula Generation: Evidence of Risk in AI Generated Spreadsheets","Simon Thorne","Software Engineering (cs.SE)","Large Language Models (LLM) have become sophisticated enough that complex computer programs can be created through interpretation of plain English sentences and implemented in a variety of modern languages such as Python, Java Script, C++ and Spreadsheets. These tools are powerful and relatively accurate and therefore provide broad access to computer programming regardless of the background or knowledge of the individual using them. This paper presents a series of experiments with ChatGPT to explore the tool's ability to produce valid spreadsheet formulae and related computational outputs in situations where ChatGPT has to deduce, infer and problem solve the answer. The results show that in certain circumstances, ChatGPT can produce correct spreadsheet formulae with correct reasoning, deduction and inference. However, when information is limited, uncertain or the problem is too complex, the accuracy of ChatGPT breaks down as does its ability to reason, infer and deduce. This can also result in false statements and ""hallucinations"" that all subvert the process of creating spreadsheet formulae.","Thu, 31 Aug 2023 19:31:32 UTC (487 KB)"
"60","Implementing Performance Portability of High Performance Computing Programs in the New Golden Age of Chip Architecture","Weifeng Liu, Linping Wu, Xiaowen Xu, Yuren Wang","Hardware Architecture (cs.AR)","As an important goal of high-performance computing, the concept of performance portability has been around for many years. As the failure of Moore's Law, it is no longer feasible to improve computer performance by simply increasing the number of existing hardware. The innovation of high performance computer is imperative, which makes high-performance computers with multiple architectures coexist in the production environment. For example, current high-performance computing nodes often use co-accelerators such like general-purpose GPUs and Intel Xeon Phis to accelerate general-purpose processors. With the flourishing of deep learning, dedicated neural network acceleration chips are also arising. The emergence of co-accelerators with different architectures and their wide application in high-performance computers have challenged the performance portability of programs between high-performance computers with different architectures. This article summarizes the current performance portability technology from the programming model, serial code automatic parallelization, parallel code automatic conversion, etc. at the end of the article, it also summarizes how to use scientific computing function libraries to improve performance and performance portability of a program. Different application scenarios need different implementation technologies to get performance portability. Program developers choose performance portability solutions for their programs. In fact, they balance programming efficiency and optimization effects under various constraints.","Sat, 26 Aug 2023 07:57:55 UTC (951 KB)"
"61","Innovating Computer Programming Pedagogy: The AI-Lab Framework for Generative AI Adoption","Ethan Dickey, Andres Bejarano, Chirayu Garg","Computers and Society (cs.CY)","Over the last year, the ascent of Generative AI (GenAI) has raised concerns about its impact on core skill development, such as problem-solving and algorithmic thinking, in Computer Science students. Preliminary anonymous surveys show that at least 48.5% of our students use GenAI for homework. With the proliferation of these tools, the academic community must contemplate the appropriate role of these tools in education. Neglecting this might culminate in a phenomenon we term the ""Junior-Year Wall,"" where students struggle in advanced courses due to prior over-dependence on GenAI. Instead of discouraging GenAI use, which may unintentionally foster covert usage, our research seeks to answer: ""How can educators guide students' interactions with GenAI to preserve core skill development during their foundational academic years?""
We introduce ""AI-Lab,"" a pedagogical framework for guiding students in effectively leveraging GenAI within core collegiate programming courses. This framework accentuates GenAI's benefits and potential as a pedagogical instrument. By identifying and rectifying GenAI's errors, students enrich their learning process. Moreover, AI-Lab presents opportunities to use GenAI for tailored support such as topic introductions, detailed examples, corner case identification, rephrased explanations, and debugging assistance. Importantly, the framework highlights the risks of GenAI over-dependence, aiming to intrinsically motivate students towards balanced usage. This approach is premised on the idea that mere warnings of GenAI's potential failures may be misconstrued as instructional shortcomings rather than genuine tool limitations.
Additionally, AI-Lab offers strategies for formulating prompts to elicit high-quality GenAI responses. For educators, AI-Lab provides mechanisms to explore students' perceptions of GenAI's role in their learning experience.","Wed, 23 Aug 2023 17:20:37 UTC (35 KB)"
"62","ChatLogo: A Large Language Model-Driven Hybrid Natural-Programming Language Interface for Agent-based Modeling and Programming","John Chen, Uri Wilensky","Human-Computer Interaction (cs.HC)","Building on Papert (1980)'s idea of children talking to computers, we propose ChatLogo, a hybrid natural-programming language interface for agent-based modeling and programming. We build upon previous efforts to scaffold ABM & P learning and recent development in leveraging large language models (LLMs) to support the learning of computational programming. ChatLogo aims to support conversations with computers in a mix of natural and programming languages, provide a more user-friendly interface for novice learners, and keep the technical system from over-reliance on any single LLM. We introduced the main elements of our design: an intelligent command center, and a conversational interface to support creative expression. We discussed the presentation format and future work. Responding to the challenges of supporting open-ended constructionist learning of ABM & P and leveraging LLMs for educational purposes, we contribute to the field by proposing the first constructionist LLM-driven interface to support computational and complex systems thinking.","Wed, 16 Aug 2023 02:21:52 UTC (1,065 KB)"
"63","Data Race Detection Using Large Language Models","Le Chen, Xianzhong Ding, Murali Emani, Tristan Vanderbruggen, Pei-hung Lin, Chuanhua Liao","Machine Learning (cs.LG)","Large language models (LLMs) are demonstrating significant promise as an alternate strategy to facilitate analyses and optimizations of high-performance computing programs, circumventing the need for resource-intensive manual tool creation. In this paper, we explore a novel LLM-based data race detection approach combining prompting engineering and fine-tuning techniques. We create a dedicated dataset named DRB-ML, which is derived from DataRaceBench, with fine-grain labels showing the presence of data race pairs and their associated variables, line numbers, and read/write information. DRB-ML is then used to evaluate representative LLMs and fine-tune open-source ones. Our experiment shows that LLMs can be a viable approach to data race detection. However, they still cannot compete with traditional data race detection tools when we need detailed information about variable pairs causing data races.","Tue, 15 Aug 2023 00:08:43 UTC (1,966 KB)[v2] Tue, 3 Oct 2023 06:09:18 UTC (1,972 KB)"
"64","The ${\cal O}(α_t+α_λ+α_κ)^2$ Correction to the $ρ$ Parameter and its Effect on the W Boson Mass Calculation in the Complex NMSSM","Thi Nhung Dao, Martin Gabelmann, M. Margarete Mühlleitner","High Energy Physics - Phenomenology (hep-ph)","We present the prediction of the electroweak $\rho$ parameter and the $W$ boson mass in the CP-violating Next-to-Minimal Supersymmetric extension of the Standard Model (NMSSM) at the two-loop order. The $\rho$ parameter is calculated at the full one-loop and leading and sub-leading two-loop order $\mathcal{O}(\alpha + \alpha_t\alpha_s + \left(\alpha_t+\alpha_\lambda+\alpha_\kappa\right)^2)$. The new $\Delta \rho$ prediction is incorporated into a prediction of $M_W$ via a full supersymmetric (SUSY) one-loop calculation of $\Delta r$. Furthermore, we include all known state-of-the-art SM higher-order corrections to $\Delta r$. By comparing results for $\Delta \rho$ obtained using on-shell (OS) and $\overline{\mathrm{DR}}$ renormalization conditions in the top/stop sector, we find that the scheme uncertainty is reduced at one-loop order by 55%, at two-loop $\mathcal{O}(\alpha_s\alpha_t)$ by 22%, and at two-loop $\mathcal{O}(\alpha_t+\alpha_\kappa+\alpha_\lambda)^2$ by 16%, respectively. The influence of the two-loop results on the $M_W$ mass prediction is found to be sub-leading. The new calculation is made public in the computer program $\mathrm{\tt NMSSMCALC}$. We perform an extensive comparison in the $W$-mass, Higgs boson mass and the muon anomalous magnetic moment prediction between our calculation and three other publicly available tools and find very good agreement provided that the input parameters and renormalization scales are treated in the same way. Finally, we study the impact of the CP-violating phases on the $W$-mass prediction which is found to be smaller than the overall size of the SUSY corrections.","Tue, 8 Aug 2023 05:43:18 UTC (1,732 KB)"
"65","Synthesizing Programmatic Policies with Actor-Critic Algorithms and ReLU Networks","Spyros Orfanos, Levi H. S. Lelis","Machine Learning (cs.LG)","Programmatically Interpretable Reinforcement Learning (PIRL) encodes policies in human-readable computer programs. Novel algorithms were recently introduced with the goal of handling the lack of gradient signal to guide the search in the space of programmatic policies. Most of such PIRL algorithms first train a neural policy that is used as an oracle to guide the search in the programmatic space. In this paper, we show that such PIRL-specific algorithms are not needed, depending on the language used to encode the programmatic policies. This is because one can use actor-critic algorithms to directly obtain a programmatic policy. We use a connection between ReLU neural networks and oblique decision trees to translate the policy learned with actor-critic algorithms into programmatic policies. This translation from ReLU networks allows us to synthesize policies encoded in programs with if-then-else structures, linear transformations of the input values, and PID operations. Empirical results on several control problems show that this translation approach is capable of learning short and effective policies. Moreover, the translated policies are at least competitive and often far superior to the policies PIRL algorithms synthesize.","Fri, 4 Aug 2023 22:17:32 UTC (220 KB)"
"66","Should we trust web-scraped data?","Jens Foerderer","General Economics (econ.GN)","The increasing adoption of econometric and machine-learning approaches by empirical researchers has led to a widespread use of one data collection method: web scraping. Web scraping refers to the use of automated computer programs to access websites and download their content. The key argument of this paper is that naïve web scraping procedures can lead to sampling bias in the collected data. This article describes three sources of sampling bias in web-scraped data. More specifically, sampling bias emerges from web content being volatile (i.e., being subject to change), personalized (i.e., presented in response to request characteristics), and unindexed (i.e., abundance of a population register). In a series of examples, I illustrate the prevalence and magnitude of sampling bias. To support researchers and reviewers, this paper provides recommendations on anticipating, detecting, and overcoming sampling bias in web-scraped data.","Fri, 4 Aug 2023 10:07:31 UTC (384 KB)"
"67","Blueprinting quantum computing systems","Simon J. Devitt","Quantum Physics (quant-ph)","The development of quantum computing systems has been a staple of academic research since the mid-1990s when the first proposal for physical platforms were proposed using Nuclear Magnetic Resonance and Ion-Trap hardware. These first proposals were very basic, essentially consisting of identifying a physical qubit (two-level quantum system) that could be isolated and controlled to achieve universal quantum computation. Over the past thirty years, the nature of quantum architecture design has changed significantly and the scale of investment, groups and companies involved in building quantum computers has increased exponentially. Architectural design for quantum computers examines systems at scale: fully error-corrected machines, potentially consisting of millions if not billions of physical qubits. These designs increasingly act as blueprints for academic groups and companies and are becoming increasingly more detailed, taking into account both the nature and operation of the physical qubits themselves and also peripheral environmental and control infrastructure that is required for each physical system. In this paper, several architectural structures that I have worked on will be reviewed, each of which has been adopted by either a national quantum computing program or a quantum startup.","Sat, 29 Jul 2023 04:03:05 UTC (2,056 KB)"
"68","WavJourney: Compositional Audio Creation with Large Language Models","Xubo Liu, Zhongkai Zhu, Haohe Liu, Yi Yuan, Meng Cui, Qiushi Huang, Jinhua Liang, Yin Cao, Qiuqiang Kong, Mark D. Plumbley, Wenwu Wang","Sound (cs.SD)","Despite breakthroughs in audio generation models, their capabilities are often confined to domain-specific conditions such as speech transcriptions and audio captions. However, real-world audio creation aims to generate harmonious audio containing various elements such as speech, music, and sound effects with controllable conditions, which is challenging to address using existing audio generation systems. We present WavJourney, a novel framework that leverages Large Language Models (LLMs) to connect various audio models for audio creation. WavJourney allows users to create storytelling audio content with diverse audio elements simply from textual descriptions. Specifically, given a text instruction, WavJourney first prompts LLMs to generate an audio script that serves as a structured semantic representation of audio elements. The audio script is then converted into a computer program, where each line of the program calls a task-specific audio generation model or computational operation function. The computer program is then executed to obtain a compositional and interpretable solution for audio creation. Experimental results suggest that WavJourney is capable of synthesizing realistic audio aligned with textually-described semantic, spatial and temporal conditions, achieving state-of-the-art results on text-to-audio generation benchmarks. Additionally, we introduce a new multi-genre story benchmark. Subjective evaluations demonstrate the potential of WavJourney in crafting engaging storytelling audio content from text. We further demonstrate that WavJourney can facilitate human-machine co-creation in multi-round dialogues. To foster future research, the code and synthesized audio are available at: this https URL.","Wed, 26 Jul 2023 17:54:04 UTC (15,404 KB)[v2] Sun, 26 Nov 2023 14:12:37 UTC (23,284 KB)"
"69","Advanced Monte Carlo simulation techniques to study polymers under equilibrium conditions","Monika Angwani, Tushar Mahendrakar, Kaustubh Rane","Soft Condensed Matter (cond-mat.soft)","The advances in materials and biological sciences have necessitated the use of molecular simulations to study polymers. The Markov chain Monte Carlo simulations enable the sampling of relevant microstates of polymeric systems by traversing paths that are impractical in molecular dynamics simulations. Several advances in applying Monte Carlo simulations to polymeric systems have been reported in recent decades. The proposed methods address sampling challenges encountered in studying different aspects of polymeric systems. Tracking the above advances has become increasingly challenging due to the extensive literature generated in the field. Moreover, the incorporation of new methods in the existing Monte Carlo simulation packages is cumbersome due to their complexity. Identifying the foundational algorithms that are common to different methods can significantly ease their implementation and make them accessible to the broader simulation community. The present chapter classifies the Monte Carlo methods for polymeric systems based on their objectives and standard features of their algorithms. We begin the article by providing an overview of advanced Monte Carlo techniques used for polymeric systems and their specific applications. We then classify the above techniques into two broad categories: 1) Monte Carlo moves and 2) Advanced sampling schemes. The former category is further divided to distinguish the Monte Carlo moves in the canonical and other ensembles. The advanced sampling schemes attempt to improve Monte Carlo sampling via approaches other than Monte Carlo moves. We use the above classification to identify common features of the methods and derive general expressions that explain their implementation. Such a strategy can help readers select the methods that are suitable for their study and develop computer programs that can be easily modified to implement new methods.","Fri, 21 Jul 2023 17:30:53 UTC (557 KB)"
"70","Visual Flow-based Programming Plugin for Brain Computer Interface in Computer-Aided Design","Tong Bill Xu, Saleh Kalantari","Human-Computer Interaction (cs.HC)","Over the last half century, the main application of Brain Computer Interfaces, BCIs has been controlling wheelchairs and neural prostheses or generating text or commands for people with restricted mobility. There has been very limited attention in the field to applications for computer aided design, despite the potential of BCIs to provide a new form of environmental interaction. In this paper we introduce the development and application of Neuron, a novel BCI tool that enables designers with little experience in neuroscience or computer programming to gain access to neurological data, along with established metrics relevant to design, create BCI interaction prototypes, both with digital onscreen objects and physical devices, and evaluate designs based on neurological information and record measurements for further analysis. After discussing the BCI tool development, the article presents its capabilities through two case studies, along with a brief evaluation of the tool performance and a discussion of implications, limitations, and future improvement.","Thu, 20 Jul 2023 16:50:39 UTC (2,676 KB)"
"71","Comparing with Python: Text Analysis in Stata","Xiangtai Zuo (Shutter Zor)","Methodology (stat.ME)","Text analysis is the process of constructing structured data from unstructured textual content, usually implemented in Python. In terms of the principles of text analysis, a computer program with the ability to read a file and match it with a regular expression is all that is needed for basic text analysis. However, few researchers have used Stata as their main text analysis tool. In this paper, I will take a step-by-step approach to the practical process, giving examples of how text analysis can be performed with Stata, and comparing the code and running time with Python.","Wed, 19 Jul 2023 22:24:46 UTC (314 KB)"
"72","Glamour muscles: why having a body is not what it means to be embodied","Shawn L. Beaulieu, Sam Kriegman","Artificial Intelligence (cs.AI)","Embodiment has recently enjoyed renewed consideration as a means to amplify the faculties of smart machines. Proponents of embodiment seem to imply that optimizing for movement in physical space promotes something more than the acquisition of niche capabilities for solving problems in physical space. However, there is nothing in principle which should so distinguish the problem of action selection in physical space from the problem of action selection in more abstract spaces, like that of language. Rather, what makes embodiment persuasive as a means toward higher intelligence is that it promises to capture, but does not actually realize, contingent facts about certain bodies (living intelligence) and the patterns of activity associated with them. These include an active resistance to annihilation and revisable constraints on the processes that make the world intelligible. To be theoretically or practically useful beyond the creation of niche tools, we argue that ""embodiment"" cannot be the trivial fact of a body, nor its movement through space, but the perpetual negotiation of the function, design, and integrity of that body$\unicode{x2013}$that is, to participate in what it means to $\textit{constitute}$ a given body. It follows that computer programs which are strictly incapable of traversing physical space might, under the right conditions, be more embodied than a walking, talking robot.","Mon, 17 Jul 2023 16:09:24 UTC (144 KB)"
"73","Are Large Language Models a Threat to Digital Public Goods? Evidence from Activity on Stack Overflow","Maria del Rio-Chanona, Nadzeya Laurentsyeva, Johannes Wachs","Social and Information Networks (cs.SI)","Large language models like ChatGPT efficiently provide users with information about various topics, presenting a potential substitute for searching the web and asking people for help online. But since users interact privately with the model, these models may drastically reduce the amount of publicly available human-generated data and knowledge resources. This substitution can present a significant problem in securing training data for future models. In this work, we investigate how the release of ChatGPT changed human-generated open data on the web by analyzing the activity on Stack Overflow, the leading online Q\&A platform for computer programming. We find that relative to its Russian and Chinese counterparts, where access to ChatGPT is limited, and to similar forums for mathematics, where ChatGPT is less capable, activity on Stack Overflow significantly decreased. A difference-in-differences model estimates a 16\% decrease in weekly posts on Stack Overflow. This effect increases in magnitude over time, and is larger for posts related to the most widely used programming languages. Posts made after ChatGPT get similar voting scores than before, suggesting that ChatGPT is not merely displacing duplicate or low-quality content. These results suggest that more users are adopting large language models to answer questions and they are better substitutes for Stack Overflow for languages for which they have more training data. Using models like ChatGPT may be more efficient for solving certain programming problems, but its widespread adoption and the resulting shift away from public exchange on the web will limit the open data people and models can learn from in the future.","Fri, 14 Jul 2023 14:22:12 UTC (1,327 KB)"
"74","Exact generalized Turán number for $K_3$ versus suspension of $P_4$","Sayan Mukherjee","Combinatorics (math.CO)","Let $P_4$ denote the path graph on $4$ vertices. The suspension of $P_4$, denoted by $\widehat P_4$, is the graph obtained via adding an extra vertex and joining it to all four vertices of $P_4$. In this note, we demonstrate that for $n\ge 8$, the maximum number of triangles in any $n$-vertex graph not containing $\widehat P_4$ is $\left\lfloor n^2/8\right\rfloor$. Our method uses simple induction along with computer programming to prove a base case of the induction hypothesis.","Mon, 10 Jul 2023 06:54:40 UTC (14 KB)"
"75","Multi-Intent Detection in User Provided Annotations for Programming by Examples Systems","Nischal Ashok Kumar, Nitin Gupta, Shanmukha Guttula, Hima Patel","Artificial Intelligence (cs.AI)","In mapping enterprise applications, data mapping remains a fundamental part of integration development, but its time consuming. An increasing number of applications lack naming standards, and nested field structures further add complexity for the integration developers. Once the mapping is done, data transformation is the next challenge for the users since each application expects data to be in a certain format. Also, while building integration flow, developers need to understand the format of the source and target data field and come up with transformation program that can change data from source to target format. The problem of automatic generation of a transformation program through program synthesis paradigm from some specifications has been studied since the early days of Artificial Intelligence (AI). Programming by Example (PBE) is one such kind of technique that targets automatic inferencing of a computer program to accomplish a format or string conversion task from user-provided input and output samples. To learn the correct intent, a diverse set of samples from the user is required. However, there is a possibility that the user fails to provide a diverse set of samples. This can lead to multiple intents or ambiguity in the input and output samples. Hence, PBE systems can get confused in generating the correct intent program. In this paper, we propose a deep neural network based ambiguity prediction model, which analyzes the input-output strings and maps them to a different set of properties responsible for multiple intent. Users can analyze these properties and accordingly can provide new samples or modify existing samples which can help in building a better PBE system for mapping enterprise applications.","Sat, 8 Jul 2023 12:35:10 UTC (1,765 KB)"
"76","Pushing the Limits of Machine Design: Automated CPU Design with AI","Shuyao Cheng, Pengwei Jin, Qi Guo, Zidong Du, Rui Zhang, Yunhao Tian, Xing Hu, Yongwei Zhao, Yifan Hao, Xiangtao Guan, Husheng Han, Zhengyue Zhao, Ximing Liu, Ling Li, Xishan Zhang, Yuejie Chu, Weilong Mao, Tianshi Chen, Yunji Chen","Artificial Intelligence (cs.AI)","Design activity -- constructing an artifact description satisfying given goals and constraints -- distinguishes humanity from other animals and traditional machines, and endowing machines with design abilities at the human level or beyond has been a long-term pursuit. Though machines have already demonstrated their abilities in designing new materials, proteins, and computer programs with advanced artificial intelligence (AI) techniques, the search space for designing such objects is relatively small, and thus, ""Can machines design like humans?"" remains an open question. To explore the boundary of machine design, here we present a new AI approach to automatically design a central processing unit (CPU), the brain of a computer, and one of the world's most intricate devices humanity have ever designed. This approach generates the circuit logic, which is represented by a graph structure called Binary Speculation Diagram (BSD), of the CPU design from only external input-output observations instead of formal program code. During the generation of BSD, Monte Carlo-based expansion and the distance of Boolean functions are used to guarantee accuracy and efficiency, respectively. By efficiently exploring a search space of unprecedented size 10^{10^{540}}, which is the largest one of all machine-designed objects to our best knowledge, and thus pushing the limits of machine design, our approach generates an industrial-scale RISC-V CPU within only 5 hours. The taped-out CPU successfully runs the Linux operating system and performs comparably against the human-designed Intel 80486SX CPU. In addition to learning the world's first CPU only from input-output observations, which may reform the semiconductor industry by significantly reducing the design cycle, our approach even autonomously discovers human knowledge of the von Neumann architecture.","Wed, 21 Jun 2023 05:50:33 UTC (3,756 KB)[v2] Tue, 27 Jun 2023 07:53:50 UTC (3,756 KB)"
"77","Bianchi period polynomials: Hecke action and congruences","Lewis Combes","Number Theory (math.NT)","Let $\Gamma$ be a Bianchi group associated to one of the five Euclidean imaginary quadratic fields. We show that the space of weight $k$ period polynomials for $\Gamma$ is ``dual'' to the space of weight $k$ modular symbols for $\Gamma$, reflecting the duality between the first and second cohomology groups of Bianchi groups. Using this result, we describe the action of Hecke operators on the space of period polynomials for $\Gamma$ via the Heilbronn matrices.
In the second part of the paper, we numerically investigate congruences between level 1 Bianchi eigenforms via computer programs which implement the Hecke action on spaces of Bianchi period polynomials. Computations with the Hecke action are used to indicate moduli of congruences between the underlying Bianchi forms; we then prove the congruences using the period polynomials. From this we find congruences between genuine Bianchi modular forms and both a base-change Bianchi form and an Eisenstein series. We believe these congruences are the first of their kind in the literature.","Mon, 19 Jun 2023 12:10:25 UTC (23 KB)"
"78","Stacking of Hyperparameter Tuned Models for Tagging Coding Problems","Sathya Krishnan TS, S. Lakshmana Pandian, P. Shunmugapriya","Machine Learning (cs.LG)","Coding problems are problems that require a solution in the form of a computer program. Coding problems are popular among students and professionals as it enhances their skills and career opportunities. An AI system that would help those who practice coding problems would be highly useful and there is a huge potential for such a system. In this work, we propose a model which uses stacking of hyperparameter tuned boosting models to achieve impressive metric scores of 77.8% accuracy and 0.815 PR-AUC on the dataset that was scraped from Codeforces and Leetcode. We open source the dataset and the models developed for this work.","Fri, 16 Jun 2023 03:45:48 UTC (404 KB)[v2] Thu, 6 Jul 2023 10:03:35 UTC (1 KB) (withdrawn)"
"79","Chatbots to ChatGPT in a Cybersecurity Space: Evolution, Vulnerabilities, Attacks, Challenges, and Future Recommendations","Attia Qammar, Hongmei Wang, Jianguo Ding, Abdenacer Naouri, Mahmoud Daneshmand, Huansheng Ning","Cryptography and Security (cs.CR)","Chatbots shifted from rule-based to artificial intelligence techniques and gained traction in medicine, shopping, customer services, food delivery, education, and research. OpenAI developed ChatGPT blizzard on the Internet as it crossed one million users within five days of its launch. However, with the enhanced popularity, chatbots experienced cybersecurity threats and vulnerabilities. This paper discussed the relevant literature, reports, and explanatory incident attacks generated against chatbots. Our initial point is to explore the timeline of chatbots from ELIZA (an early natural language processing computer program) to GPT-4 and provide the working mechanism of ChatGPT. Subsequently, we explored the cybersecurity attacks and vulnerabilities in chatbots. Besides, we investigated the ChatGPT, specifically in the context of creating the malware code, phishing emails, undetectable zero-day attacks, and generation of macros and LOLBINs. Furthermore, the history of cyberattacks and vulnerabilities exploited by cybercriminals are discussed, particularly considering the risk and vulnerabilities in ChatGPT. Addressing these threats and vulnerabilities requires specific strategies and measures to reduce the harmful consequences. Therefore, the future directions to address the challenges were presented.","Mon, 29 May 2023 12:26:44 UTC (3,160 KB)"
"80","Plan B: New ${Z^\prime}$ models for $b\rightarrow sl^+l^-$ anomalies","Ben Allanach, Anna Mullin","High Energy Physics - Phenomenology (hep-ph)","Measurements of $b \rightarrow s \mu^+ \mu^-$ transitions indicate that there may be a new physics field coupling to di-muon pairs associated with the $b$ to $s$ flavour transition. Including the 2022 LHCb reanalysis of $R_K$ and $R_{K^\ast}$, one infers that there may also be associated new physics in $b\rightarrow e^+ e^-$ transitions. Here, we examine the extent of the statistical preference for $Z^\prime$ models coupling to di-electron pairs taking into account the relevant constraints, in particular from experiments at LEP-2. We identify an anomaly-free set of models which interpolates between the $Z^\prime$ not coupling to electrons at all, to one in which there is an equal $Z^\prime$ coupling to muons and electrons (but where in all models in the set, the $Z^\prime$ boson can mediate $b\rightarrow \mu^+ \mu^-$ transitions). A $3B_3-L_e-2L_\mu$ model provides a close-to-optimal fit to the pertinent measurements along the line of interpolation. We have (re-)calculated predictions for the relevant LEP-2 observables in terms of dimension-6 SMEFT operators and put them into the ${\tt flavio2.3.3}$ computer program, so that they are available for global fits.","Wed, 14 Jun 2023 17:59:03 UTC (1,117 KB)[v2] Wed, 5 Jul 2023 13:15:58 UTC (4,690 KB)[v3] Sun, 13 Aug 2023 13:23:00 UTC (4,087 KB)[v4] Thu, 17 Aug 2023 15:08:44 UTC (5,019 KB)[v5] Sat, 2 Mar 2024 12:30:58 UTC (4,847 KB)"
"81","Minimally Comparing Relational Abstract Domains","Kenny Ballou, Elena Sherman","Logic in Computer Science (cs.LO)","Value-based static analysis techniques express computed program invariants as logical formula over program variables. Researchers and practitioners use these invariants to aid in software engineering and verification tasks. When selecting abstract domains, practitioners weigh the cost of a domain against its expressiveness. However, an abstract domain's expressiveness tends to be stated in absolute terms; either mathematically via the sub-polyhedra the domain is capable of describing, empirically using a set of known properties to verify, or empirically via logical entailment using the entire invariant of the domain at each program point. Due to carry-over effects, however, the last technique can be problematic because it tends to provide a simplistic and imprecise comparisons.
We address limitations of comparing, in general, abstract domains via logical entailment in this work. We provide a fixed-point algorithm for including the minimally necessary variables from each domain into the compared formula. Furthermore, we empirically evaluate our algorithm, comparing different techniques of widening over the Zones domain and comparing Zones to an incomparable Relational Predicates domain. Our empirical evaluation of our technique shows an improved granularity of comparison. It lowered the number of more precise invariants when comparing analysis techniques, thus, limiting the prevalent carry-over effects. Moreover, it removed undecidable invariants and lowered the number of incomparable invariants when comparing two incomparable relational abstract domains.","Thu, 25 May 2023 16:18:42 UTC (285 KB)"
